id,Attack Vector,attackComplexity,confidentialityImpact,integrityImpact,availabilityImpact,baseScore,baseSeverity,exploitabilityScore,impactScore,year,AttackVectorNumeric,ConfidentialityImpactNumeric,IntegrityImpactNumeric,BaseSeverityNumeric,AvailabilityImpactNumeric,AttackVectorEncoded
CVE-2019-9514,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2019,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2019-9515,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2019,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2019-9516,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2019,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2019-9517,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2019,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2019-9518,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2019,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2019-9583,NETWORK,LOW,NONE,LOW,HIGH,8.2,HIGH,3.9,4.2,2019,0.0,1.0,2.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2019-9850,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2019,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2019-9851,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2019,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2019-9852,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2019,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2019-9854,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2019,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2019-9855,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2019,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-0108,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0238,LOCAL,HIGH,HIGH,HIGH,HIGH,7.0,HIGH,1.0,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0239,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-0240,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-0241,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0242,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0243,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0247,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2020,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2020-0248,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-0249,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-0250,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-0251,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-0252,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-0253,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-0254,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-0256,PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,0.9,5.9,2020,3.0,0.0,0.0,1.0,0.0,"(3,[],[])"
CVE-2020-0257,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0258,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-0259,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0260,NETWORK,LOW,HIGH,NONE,HIGH,9.1,CRITICAL,3.9,5.2,2020,0.0,0.0,1.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-0261,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0510,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0512,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2020,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2020-0513,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0553,LOCAL,LOW,HIGH,NONE,NONE,4.4,MEDIUM,0.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-0554,LOCAL,HIGH,HIGH,HIGH,HIGH,7.0,HIGH,1.0,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0555,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0559,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-0570,LOCAL,LOW,HIGH,HIGH,HIGH,7.3,HIGH,1.3,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-10049,LOCAL,LOW,HIGH,HIGH,HIGH,7.3,HIGH,1.3,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-10050,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-10051,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-10055,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-10056,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-10123,PHYSICAL,LOW,NONE,HIGH,NONE,5.3,MEDIUM,0.9,4.0,2020,3.0,1.0,0.0,1.0,1.0,"(3,[],[])"
CVE-2020-10124,PHYSICAL,HIGH,HIGH,HIGH,HIGH,7.1,HIGH,0.5,6.0,2020,3.0,0.0,0.0,0.0,0.0,"(3,[],[])"
CVE-2020-10125,PHYSICAL,LOW,HIGH,HIGH,HIGH,7.6,HIGH,0.9,6.0,2020,3.0,0.0,0.0,0.0,0.0,"(3,[],[])"
CVE-2020-10126,PHYSICAL,LOW,HIGH,HIGH,HIGH,7.6,HIGH,0.9,6.0,2020,3.0,0.0,0.0,0.0,0.0,"(3,[],[])"
CVE-2020-10227,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-10228,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-10283,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-10289,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-10517,NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-10518,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-10759,LOCAL,LOW,HIGH,HIGH,NONE,6.0,MEDIUM,0.8,5.2,2020,1.0,0.0,0.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-10766,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-10767,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-10773,LOCAL,LOW,HIGH,NONE,NONE,4.4,MEDIUM,0.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-10775,NETWORK,HIGH,HIGH,NONE,NONE,5.3,MEDIUM,1.6,3.6,2020,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-10777,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-10778,NETWORK,LOW,HIGH,LOW,LOW,6.0,MEDIUM,1.2,4.7,2020,0.0,0.0,2.0,1.0,2.0,"(3,[0],[1.0])"
CVE-2020-10779,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2020,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-10780,NETWORK,LOW,HIGH,LOW,NONE,6.3,MEDIUM,2.1,4.2,2020,0.0,0.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-10783,NETWORK,LOW,HIGH,HIGH,LOW,8.3,HIGH,2.8,5.5,2020,0.0,0.0,0.0,0.0,2.0,"(3,[0],[1.0])"
CVE-2020-11493,NETWORK,LOW,HIGH,NONE,HIGH,8.1,HIGH,2.8,5.2,2020,0.0,0.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-11497,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2020,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-11552,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-11579,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-11618,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-11683,PHYSICAL,LOW,HIGH,HIGH,HIGH,6.8,MEDIUM,0.9,5.9,2020,3.0,0.0,0.0,1.0,0.0,"(3,[],[])"
CVE-2020-11684,NETWORK,LOW,HIGH,HIGH,NONE,9.1,CRITICAL,3.9,5.2,2020,0.0,0.0,0.0,2.0,1.0,"(3,[0],[1.0])"
CVE-2020-11733,LOCAL,LOW,HIGH,HIGH,HIGH,6.7,MEDIUM,0.8,5.9,2020,1.0,0.0,0.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2020-11797,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-11848,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-11852,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-11881,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-11937,LOCAL,LOW,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6,2020,1.0,1.0,1.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2020-11976,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-11977,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-11984,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-11985,NETWORK,LOW,NONE,LOW,NONE,5.3,MEDIUM,3.9,1.4,2020,0.0,1.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-11986,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-11991,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-12058,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12100,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-12106,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-12247,LOCAL,LOW,HIGH,NONE,HIGH,7.1,HIGH,1.8,5.2,2020,1.0,0.0,1.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-12248,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-12287,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-12299,LOCAL,LOW,HIGH,HIGH,HIGH,8.2,HIGH,1.5,6.0,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-12300,LOCAL,LOW,HIGH,HIGH,HIGH,8.2,HIGH,1.5,6.0,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-12301,LOCAL,LOW,HIGH,HIGH,HIGH,8.2,HIGH,1.5,6.0,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-12441,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-12456,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-12457,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-12606,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-12618,NETWORK,HIGH,LOW,LOW,NONE,4.8,MEDIUM,2.2,2.5,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12619,NETWORK,HIGH,NONE,HIGH,NONE,5.9,MEDIUM,2.2,3.6,2020,0.0,1.0,0.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12621,PHYSICAL,LOW,HIGH,HIGH,NONE,6.1,MEDIUM,0.9,5.2,2020,3.0,0.0,0.0,1.0,1.0,"(3,[],[])"
CVE-2020-12643,NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12644,NETWORK,LOW,LOW,NONE,NONE,5.0,MEDIUM,3.1,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12645,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-12646,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12648,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12673,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-12674,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-12759,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12776,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-12777,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-12778,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12779,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-12780,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-12781,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-12787,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2020,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-12788,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-12789,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-12829,LOCAL,LOW,NONE,NONE,LOW,3.8,LOW,2.0,1.4,2020,1.0,1.0,1.0,3.0,2.0,"(3,[1],[1.0])"
CVE-2020-12855,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-13101,NETWORK,LOW,NONE,HIGH,NONE,7.5,HIGH,3.9,3.6,2020,0.0,1.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-13124,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-13127,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-13151,NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,3.9,5.9,2020,0.0,0.0,0.0,2.0,0.0,"(3,[0],[1.0])"
CVE-2020-13174,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13175,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6,2020,0.0,0.0,1.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-13176,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13177,LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9,2020,1.0,0.0,0.0,0.0,0.0,"(3,[1],[1.0])"
CVE-2020-13178,LOCAL,LOW,HIGH,HIGH,HIGH,6.7,MEDIUM,0.8,5.9,2020,1.0,0.0,0.0,1.0,0.0,"(3,[1],[1.0])"
CVE-2020-13179,LOCAL,LOW,HIGH,NONE,NONE,5.5,MEDIUM,1.8,3.6,2020,1.0,0.0,1.0,1.0,1.0,"(3,[1],[1.0])"
CVE-2020-13278,NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,2.8,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13280,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2020,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2020-13281,NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,2.8,3.6,2020,0.0,1.0,1.0,1.0,0.0,"(3,[0],[1.0])"
CVE-2020-13282,NETWORK,LOW,LOW,LOW,NONE,3.5,LOW,0.9,2.5,2020,0.0,2.0,2.0,3.0,1.0,"(3,[0],[1.0])"
CVE-2020-13283,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13284,NETWORK,LOW,HIGH,HIGH,NONE,6.5,MEDIUM,1.2,5.2,2020,0.0,0.0,0.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13285,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.3,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13286,NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,1.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13287,NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13288,NETWORK,LOW,LOW,LOW,NONE,4.8,MEDIUM,1.7,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13289,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.8,2.5,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13290,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-13291,NETWORK,LOW,HIGH,HIGH,NONE,8.1,HIGH,2.8,5.2,2020,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-13292,NETWORK,LOW,HIGH,HIGH,NONE,9.6,CRITICAL,3.1,5.8,2020,0.0,0.0,0.0,2.0,1.0,"(3,[0],[1.0])"
CVE-2020-13293,NETWORK,LOW,NONE,HIGH,LOW,7.1,HIGH,2.8,4.2,2020,0.0,1.0,0.0,0.0,2.0,"(3,[0],[1.0])"
CVE-2020-13294,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.8,2.5,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13295,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,2.8,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-13297,NETWORK,LOW,LOW,LOW,NONE,5.4,MEDIUM,2.8,2.5,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13298,NETWORK,LOW,LOW,NONE,NONE,5.8,MEDIUM,3.9,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13299,NETWORK,LOW,HIGH,HIGH,NONE,8.1,HIGH,2.8,5.2,2020,0.0,0.0,0.0,0.0,1.0,"(3,[0],[1.0])"
CVE-2020-13300,NETWORK,LOW,HIGH,HIGH,NONE,10.0,CRITICAL,3.9,5.8,2020,0.0,0.0,0.0,2.0,1.0,"(3,[0],[1.0])"
CVE-2020-13301,NETWORK,LOW,LOW,LOW,NONE,4.8,MEDIUM,1.7,2.7,2020,0.0,2.0,2.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13302,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-13303,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,2.8,3.6,2020,0.0,0.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13304,NETWORK,LOW,HIGH,HIGH,HIGH,7.2,HIGH,1.2,5.9,2020,0.0,0.0,0.0,0.0,0.0,"(3,[0],[1.0])"
CVE-2020-13305,NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,2.8,1.4,2020,0.0,2.0,1.0,1.0,1.0,"(3,[0],[1.0])"
CVE-2020-13306,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,3.9,3.6,2020,0.0,1.0,1.0,0.0,0.0,"(3,[0],[1.0])"
